sk_cliente,codigo_cliente,nome_cliente,sexo,faixa_etaria,renda_faixa,estado,cidade,bairro,canal_preferido,data_cadastro,cliente_ativo,cliente_flag
12086,CLI0012086,Gabriel Costa,Feminino,55-64,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2019-03-28,1,True
12087,CLI0012087,Helena Almeida,Masculino,65+,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2019-04-08,1,True
12088,CLI0012088,Igor Ribeiro,Feminino,65+,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2019-04-19,1,True
12089,CLI0012089,Juliana Carvalho,Masculino,18-24,20+ SM,CE,Porto Alegre,Bela Vista,App,2019-04-30,1,True
12090,CLI0012090,Karina Gomes,Feminino,25-34,Até 2 SM,SP,Salvador,Centro,Site,2019-05-11,1,True
12091,CLI0012091,Lucas Martins,Masculino,35-44,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2019-05-22,1,True
12092,CLI0012092,Mariana Rocha,Feminino,45-54,4 a 8 SM,MG,Recife,Moema,Loja Física,2019-06-02,1,True
12093,CLI0012093,Nicolas Dias,Masculino,55-64,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2019-06-13,1,True
12094,CLI0012094,Patrícia Araujo,Feminino,65+,12 a 20 SM,SC,Santos,Pinheiros,Site,2019-06-24,1,True
12095,CLI0012095,Rafael Barbosa,Masculino,65+,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2019-07-05,1,True
12096,CLI0012096,Sabrina Moura,Feminino,18-24,Até 2 SM,BA,São Paulo,Santana,Loja Física,2019-07-16,1,True
12097,CLI0012097,Thiago Freitas,Masculino,25-34,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2019-07-27,1,True
12098,CLI0012098,Vanessa Mendes,Feminino,35-44,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2019-08-07,0,0
12099,CLI0012099,William Teixeira,Masculino,45-54,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2019-08-18,1,True
12100,CLI0012100,Ana Silva,Feminino,55-64,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2019-08-29,1,True
12101,CLI0012101,Bruno Souza,Masculino,65+,20+ SM,RJ,Porto Alegre,Saúde,App,2019-09-09,1,True
12102,CLI0012102,Carlos Oliveira,Feminino,65+,Até 2 SM,MG,Salvador,Morumbi,Site,2019-09-20,1,True
12103,CLI0012103,Daniela Santos,Masculino,18-24,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2019-10-01,1,True
12104,CLI0012104,Eduardo Pereira,Feminino,25-34,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2019-10-12,1,True
12105,CLI0012105,Fernanda Lima,Masculino,35-44,8 a 12 SM,RS,Fortaleza,Centro,App,2019-10-23,1,True
12106,CLI0012106,Gabriel Costa,Feminino,45-54,12 a 20 SM,BA,Santos,Jardins,Site,2019-11-03,1,True
12107,CLI0012107,Helena Almeida,Masculino,55-64,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2019-11-14,1,True
12108,CLI0012108,Igor Ribeiro,Feminino,65+,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2019-11-25,1,True
12109,CLI0012109,Juliana Carvalho,Masculino,65+,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2019-12-06,1,True
12110,CLI0012110,Karina Gomes,Feminino,18-24,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2019-12-17,1,True
12111,CLI0012111,Lucas Martins,Masculino,25-34,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2019-12-28,1,True
12112,CLI0012112,Mariana Rocha,Feminino,35-44,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2020-01-08,1,True
12113,CLI0012113,Nicolas Dias,Masculino,45-54,20+ SM,PR,Porto Alegre,Butantã,App,2020-01-19,1,True
12114,CLI0012114,Patrícia Araujo,Feminino,55-64,Até 2 SM,SC,Salvador,Lapa,Site,2020-01-30,1,True
12115,CLI0012115,Rafael Barbosa,Masculino,65+,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2020-02-10,1,True
12116,CLI0012116,Sabrina Moura,Feminino,65+,4 a 8 SM,BA,Recife,Saúde,Loja Física,2020-02-21,1,True
12117,CLI0012117,Thiago Freitas,Masculino,18-24,8 a 12 SM,GO,Fortaleza,Morumbi,App,2020-03-03,1,True
12118,CLI0012118,Vanessa Mendes,Feminino,25-34,12 a 20 SM,PE,Santos,Perdizes,Site,2020-03-14,1,True
12119,CLI0012119,William Teixeira,Masculino,35-44,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2020-03-25,1,True
12120,CLI0012120,Ana Silva,Feminino,45-54,Até 2 SM,SP,São Paulo,Centro,Loja Física,2020-04-05,1,True
12121,CLI0012121,Bruno Souza,Masculino,55-64,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2020-04-16,0,0
12122,CLI0012122,Carlos Oliveira,Feminino,65+,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2020-04-27,1,True
12123,CLI0012123,Daniela Santos,Masculino,65+,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2020-05-08,1,True
12124,CLI0012124,Eduardo Pereira,Feminino,18-24,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2020-05-19,1,True
12125,CLI0012125,Fernanda Lima,Masculino,25-34,20+ SM,RS,Porto Alegre,Vila Mariana,App,2020-05-30,1,True
12126,CLI0012126,Gabriel Costa,Feminino,35-44,Até 2 SM,BA,Salvador,Santana,Site,2020-06-10,1,True
12127,CLI0012127,Helena Almeida,Masculino,45-54,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2020-06-21,1,True
12128,CLI0012128,Igor Ribeiro,Feminino,55-64,4 a 8 SM,PE,Recife,Butantã,Loja Física,2020-07-02,1,True
12129,CLI0012129,Juliana Carvalho,Masculino,65+,8 a 12 SM,CE,Fortaleza,Lapa,App,2020-07-13,1,True
12130,CLI0012130,Karina Gomes,Feminino,65+,12 a 20 SM,SP,Santos,Liberdade,Site,2020-07-24,1,True
12131,CLI0012131,Lucas Martins,Masculino,18-24,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2020-08-04,1,True
12132,CLI0012132,Mariana Rocha,Feminino,25-34,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2020-08-15,1,True
12133,CLI0012133,Nicolas Dias,Masculino,35-44,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2020-08-26,1,True
12134,CLI0012134,Patrícia Araujo,Feminino,45-54,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2020-09-06,1,True
12135,CLI0012135,Rafael Barbosa,Masculino,55-64,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2020-09-17,1,True
12136,CLI0012136,Sabrina Moura,Feminino,65+,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2020-09-28,1,True
12137,CLI0012137,Thiago Freitas,Masculino,65+,20+ SM,GO,Porto Alegre,Moema,App,2020-10-09,1,True
12138,CLI0012138,Vanessa Mendes,Feminino,18-24,Até 2 SM,PE,Salvador,Tatuapé,Site,2020-10-20,1,True
12139,CLI0012139,William Teixeira,Masculino,25-34,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2020-10-31,1,True
12140,CLI0012140,Ana Silva,Feminino,35-44,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2020-11-11,1,True
12141,CLI0012141,Bruno Souza,Masculino,45-54,8 a 12 SM,RJ,Fortaleza,Santana,App,2020-11-22,1,True
12142,CLI0012142,Carlos Oliveira,Feminino,55-64,12 a 20 SM,MG,Santos,Ipiranga,Site,2020-12-03,1,True
12143,CLI0012143,Daniela Santos,Masculino,65+,20+ SM,PR,Ribeirão Preto,Butantã,WhatsApp,2020-12-14,1,True
12144,CLI0012144,Eduardo Pereira,Feminino,65+,Até 2 SM,SC,São Paulo,Lapa,Loja Física,2020-12-25,0,0
12145,CLI0012145,Fernanda Lima,Masculino,18-24,2 a 4 SM,RS,Rio de Janeiro,Liberdade,App,2021-01-05,1,True
12146,CLI0012146,Gabriel Costa,Feminino,25-34,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2021-01-16,1,True
12147,CLI0012147,Helena Almeida,Masculino,35-44,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2021-01-27,1,True
12148,CLI0012148,Igor Ribeiro,Feminino,45-54,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2021-02-07,1,True
12149,CLI0012149,Juliana Carvalho,Masculino,55-64,20+ SM,CE,Porto Alegre,Bela Vista,App,2021-02-18,1,True
12150,CLI0012150,Karina Gomes,Feminino,65+,Até 2 SM,SP,Salvador,Centro,Site,2021-03-01,1,True
12151,CLI0012151,Lucas Martins,Masculino,65+,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2021-03-12,1,True
12152,CLI0012152,Mariana Rocha,Feminino,18-24,4 a 8 SM,MG,Recife,Moema,Loja Física,2021-03-23,1,True
12153,CLI0012153,Nicolas Dias,Masculino,25-34,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2021-04-03,1,True
12154,CLI0012154,Patrícia Araujo,Feminino,35-44,12 a 20 SM,SC,Santos,Pinheiros,Site,2021-04-14,1,True
12155,CLI0012155,Rafael Barbosa,Masculino,45-54,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2021-04-25,1,True
12156,CLI0012156,Sabrina Moura,Feminino,55-64,Até 2 SM,BA,São Paulo,Santana,Loja Física,2021-05-06,1,True
12157,CLI0012157,Thiago Freitas,Masculino,65+,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2021-05-17,1,True
12158,CLI0012158,Vanessa Mendes,Feminino,65+,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2021-05-28,1,True
12159,CLI0012159,William Teixeira,Masculino,18-24,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2021-06-08,1,True
12160,CLI0012160,Ana Silva,Feminino,25-34,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2021-06-19,1,True
12161,CLI0012161,Bruno Souza,Masculino,35-44,20+ SM,RJ,Porto Alegre,Saúde,App,2021-06-30,1,True
12162,CLI0012162,Carlos Oliveira,Feminino,45-54,Até 2 SM,MG,Salvador,Morumbi,Site,2021-07-11,1,True
12163,CLI0012163,Daniela Santos,Masculino,55-64,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2021-07-22,1,True
12164,CLI0012164,Eduardo Pereira,Feminino,65+,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2021-08-02,1,True
12165,CLI0012165,Fernanda Lima,Masculino,65+,8 a 12 SM,RS,Fortaleza,Centro,App,2021-08-13,1,True
12166,CLI0012166,Gabriel Costa,Feminino,18-24,12 a 20 SM,BA,Santos,Jardins,Site,2021-08-24,1,True
12167,CLI0012167,Helena Almeida,Masculino,25-34,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2021-09-04,0,0
12168,CLI0012168,Igor Ribeiro,Feminino,35-44,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2021-09-15,1,True
12169,CLI0012169,Juliana Carvalho,Masculino,45-54,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2021-09-26,1,True
12170,CLI0012170,Karina Gomes,Feminino,55-64,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2021-10-07,1,True
12171,CLI0012171,Lucas Martins,Masculino,65+,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2021-10-18,1,True
12172,CLI0012172,Mariana Rocha,Feminino,65+,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2021-10-29,1,True
12173,CLI0012173,Nicolas Dias,Masculino,18-24,20+ SM,PR,Porto Alegre,Butantã,App,2021-11-09,1,True
12174,CLI0012174,Patrícia Araujo,Feminino,25-34,Até 2 SM,SC,Salvador,Lapa,Site,2021-11-20,1,True
12175,CLI0012175,Rafael Barbosa,Masculino,35-44,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2021-12-01,1,True
12176,CLI0012176,Sabrina Moura,Feminino,45-54,4 a 8 SM,BA,Recife,Saúde,Loja Física,2021-12-12,1,True
12177,CLI0012177,Thiago Freitas,Masculino,55-64,8 a 12 SM,GO,Fortaleza,Morumbi,App,2021-12-23,1,True
12178,CLI0012178,Vanessa Mendes,Feminino,65+,12 a 20 SM,PE,Santos,Perdizes,Site,2022-01-03,1,True
12179,CLI0012179,William Teixeira,Masculino,65+,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2022-01-14,1,True
12180,CLI0012180,Ana Silva,Feminino,18-24,Até 2 SM,SP,São Paulo,Centro,Loja Física,2022-01-25,1,True
12181,CLI0012181,Bruno Souza,Masculino,25-34,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2022-02-05,1,True
12182,CLI0012182,Carlos Oliveira,Feminino,35-44,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2022-02-16,1,True
12183,CLI0012183,Daniela Santos,Masculino,45-54,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2022-02-27,1,True
12184,CLI0012184,Eduardo Pereira,Feminino,55-64,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2022-03-10,1,True
12185,CLI0012185,Fernanda Lima,Masculino,65+,20+ SM,RS,Porto Alegre,Vila Mariana,App,2022-03-21,1,True
12186,CLI0012186,Gabriel Costa,Feminino,65+,Até 2 SM,BA,Salvador,Santana,Site,2022-04-01,1,True
12187,CLI0012187,Helena Almeida,Masculino,18-24,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2022-04-12,1,True
12188,CLI0012188,Igor Ribeiro,Feminino,25-34,4 a 8 SM,PE,Recife,Butantã,Loja Física,2022-04-23,1,True
12189,CLI0012189,Juliana Carvalho,Masculino,35-44,8 a 12 SM,CE,Fortaleza,Lapa,App,2022-05-04,1,True
12190,CLI0012190,Karina Gomes,Feminino,45-54,12 a 20 SM,SP,Santos,Liberdade,Site,2022-05-15,0,0
12191,CLI0012191,Lucas Martins,Masculino,55-64,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2022-05-26,1,True
12192,CLI0012192,Mariana Rocha,Feminino,65+,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2022-06-06,1,True
12193,CLI0012193,Nicolas Dias,Masculino,65+,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2022-06-17,1,True
12194,CLI0012194,Patrícia Araujo,Feminino,18-24,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2022-06-28,1,True
12195,CLI0012195,Rafael Barbosa,Masculino,25-34,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2022-07-09,1,True
12196,CLI0012196,Sabrina Moura,Feminino,35-44,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2022-07-20,1,True
12197,CLI0012197,Thiago Freitas,Masculino,45-54,20+ SM,GO,Porto Alegre,Moema,App,2022-07-31,1,True
12198,CLI0012198,Vanessa Mendes,Feminino,55-64,Até 2 SM,PE,Salvador,Tatuapé,Site,2022-08-11,1,True
12199,CLI0012199,William Teixeira,Masculino,65+,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2022-08-22,1,True
12200,CLI0012200,Ana Silva,Feminino,65+,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2022-09-02,1,True
12201,CLI0012201,Bruno Souza,Masculino,18-24,8 a 12 SM,RJ,Fortaleza,Santana,App,2022-09-13,1,True
12202,CLI0012202,Carlos Oliveira,Feminino,25-34,12 a 20 SM,MG,Santos,Ipiranga,Site,2022-09-24,1,True
12203,CLI0012203,Daniela Santos,Masculino,35-44,20+ SM,PR,Ribeirão Preto,Butantã,WhatsApp,2022-10-05,1,True
12204,CLI0012204,Eduardo Pereira,Feminino,45-54,Até 2 SM,SC,São Paulo,Lapa,Loja Física,2022-10-16,1,True
12205,CLI0012205,Fernanda Lima,Masculino,55-64,2 a 4 SM,RS,Rio de Janeiro,Liberdade,App,2022-10-27,1,True
12206,CLI0012206,Gabriel Costa,Feminino,65+,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2022-11-07,1,True
12207,CLI0012207,Helena Almeida,Masculino,65+,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2022-11-18,1,True
12208,CLI0012208,Igor Ribeiro,Feminino,18-24,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2022-11-29,1,True
12209,CLI0012209,Juliana Carvalho,Masculino,25-34,20+ SM,CE,Porto Alegre,Bela Vista,App,2022-12-10,1,True
12210,CLI0012210,Karina Gomes,Feminino,35-44,Até 2 SM,SP,Salvador,Centro,Site,2022-12-21,1,True
12211,CLI0012211,Lucas Martins,Masculino,45-54,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2023-01-01,1,True
12212,CLI0012212,Mariana Rocha,Feminino,55-64,4 a 8 SM,MG,Recife,Moema,Loja Física,2023-01-12,1,True
12213,CLI0012213,Nicolas Dias,Masculino,65+,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2023-01-23,0,0
12214,CLI0012214,Patrícia Araujo,Feminino,65+,12 a 20 SM,SC,Santos,Pinheiros,Site,2023-02-03,1,True
12215,CLI0012215,Rafael Barbosa,Masculino,18-24,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2023-02-14,1,True
12216,CLI0012216,Sabrina Moura,Feminino,25-34,Até 2 SM,BA,São Paulo,Santana,Loja Física,2023-02-25,1,True
12217,CLI0012217,Thiago Freitas,Masculino,35-44,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2023-03-08,1,True
12218,CLI0012218,Vanessa Mendes,Feminino,45-54,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2023-03-19,1,True
12219,CLI0012219,William Teixeira,Masculino,55-64,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2023-03-30,1,True
12220,CLI0012220,Ana Silva,Feminino,65+,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2023-04-10,1,True
12221,CLI0012221,Bruno Souza,Masculino,65+,20+ SM,RJ,Porto Alegre,Saúde,App,2023-04-21,1,True
12222,CLI0012222,Carlos Oliveira,Feminino,18-24,Até 2 SM,MG,Salvador,Morumbi,Site,2023-05-02,1,True
12223,CLI0012223,Daniela Santos,Masculino,25-34,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2023-05-13,1,True
12224,CLI0012224,Eduardo Pereira,Feminino,35-44,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2023-05-24,1,True
12225,CLI0012225,Fernanda Lima,Masculino,45-54,8 a 12 SM,RS,Fortaleza,Centro,App,2023-06-04,1,True
12226,CLI0012226,Gabriel Costa,Feminino,55-64,12 a 20 SM,BA,Santos,Jardins,Site,2023-06-15,1,True
12227,CLI0012227,Helena Almeida,Masculino,65+,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2023-06-26,1,True
12228,CLI0012228,Igor Ribeiro,Feminino,65+,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2023-07-07,1,True
12229,CLI0012229,Juliana Carvalho,Masculino,18-24,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2023-07-18,1,True
12230,CLI0012230,Karina Gomes,Feminino,25-34,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2023-07-29,1,True
12231,CLI0012231,Lucas Martins,Masculino,35-44,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2023-08-09,1,True
12232,CLI0012232,Mariana Rocha,Feminino,45-54,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2023-08-20,1,True
12233,CLI0012233,Nicolas Dias,Masculino,55-64,20+ SM,PR,Porto Alegre,Butantã,App,2023-08-31,1,True
12234,CLI0012234,Patrícia Araujo,Feminino,65+,Até 2 SM,SC,Salvador,Lapa,Site,2023-09-11,1,True
12235,CLI0012235,Rafael Barbosa,Masculino,65+,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2023-09-22,1,True
12236,CLI0012236,Sabrina Moura,Feminino,18-24,4 a 8 SM,BA,Recife,Saúde,Loja Física,2023-10-03,0,0
12237,CLI0012237,Thiago Freitas,Masculino,25-34,8 a 12 SM,GO,Fortaleza,Morumbi,App,2023-10-14,1,True
12238,CLI0012238,Vanessa Mendes,Feminino,35-44,12 a 20 SM,PE,Santos,Perdizes,Site,2023-10-25,1,True
12239,CLI0012239,William Teixeira,Masculino,45-54,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2023-11-05,1,True
12240,CLI0012240,Ana Silva,Feminino,55-64,Até 2 SM,SP,São Paulo,Centro,Loja Física,2023-11-16,1,True
12241,CLI0012241,Bruno Souza,Masculino,65+,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2023-11-27,1,True
12242,CLI0012242,Carlos Oliveira,Feminino,65+,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2023-12-08,1,True
12243,CLI0012243,Daniela Santos,Masculino,18-24,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2023-12-19,1,True
12244,CLI0012244,Eduardo Pereira,Feminino,25-34,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2023-12-30,1,True
12245,CLI0012245,Fernanda Lima,Masculino,35-44,20+ SM,RS,Porto Alegre,Vila Mariana,App,2024-01-10,1,True
12246,CLI0012246,Gabriel Costa,Feminino,45-54,Até 2 SM,BA,Salvador,Santana,Site,2024-01-21,1,True
12247,CLI0012247,Helena Almeida,Masculino,55-64,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2024-02-01,1,True
12248,CLI0012248,Igor Ribeiro,Feminino,65+,4 a 8 SM,PE,Recife,Butantã,Loja Física,2024-02-12,1,True
12249,CLI0012249,Juliana Carvalho,Masculino,65+,8 a 12 SM,CE,Fortaleza,Lapa,App,2024-02-23,1,True
12250,CLI0012250,Karina Gomes,Feminino,18-24,12 a 20 SM,SP,Santos,Liberdade,Site,2024-03-05,1,True
12251,CLI0012251,Lucas Martins,Masculino,25-34,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2024-03-16,1,True
12252,CLI0012252,Mariana Rocha,Feminino,35-44,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2024-03-27,1,True
12253,CLI0012253,Nicolas Dias,Masculino,45-54,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2024-04-07,1,True
12254,CLI0012254,Patrícia Araujo,Feminino,55-64,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2024-04-18,1,True
12255,CLI0012255,Rafael Barbosa,Masculino,65+,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2024-04-29,1,True
12256,CLI0012256,Sabrina Moura,Feminino,65+,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2024-05-10,1,True
12257,CLI0012257,Thiago Freitas,Masculino,18-24,20+ SM,GO,Porto Alegre,Moema,App,2024-05-21,1,True
12258,CLI0012258,Vanessa Mendes,Feminino,25-34,Até 2 SM,PE,Salvador,Tatuapé,Site,2024-06-01,1,True
12259,CLI0012259,William Teixeira,Masculino,35-44,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2024-06-12,0,0
12260,CLI0012260,Ana Silva,Feminino,45-54,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2024-06-23,1,True
12261,CLI0012261,Bruno Souza,Masculino,55-64,8 a 12 SM,RJ,Fortaleza,Santana,App,2024-07-04,1,True
12262,CLI0012262,Carlos Oliveira,Feminino,65+,12 a 20 SM,MG,Santos,Ipiranga,Site,2024-07-15,1,True
12263,CLI0012263,Daniela Santos,Masculino,65+,20+ SM,PR,Ribeirão Preto,Butantã,WhatsApp,2024-07-26,1,True
12264,CLI0012264,Eduardo Pereira,Feminino,18-24,Até 2 SM,SC,São Paulo,Lapa,Loja Física,2024-08-06,1,True
12265,CLI0012265,Fernanda Lima,Masculino,25-34,2 a 4 SM,RS,Rio de Janeiro,Liberdade,App,2024-08-17,1,True
12266,CLI0012266,Gabriel Costa,Feminino,35-44,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2024-08-28,1,True
12267,CLI0012267,Helena Almeida,Masculino,45-54,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2024-09-08,1,True
12268,CLI0012268,Igor Ribeiro,Feminino,55-64,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2024-09-19,1,True
12269,CLI0012269,Juliana Carvalho,Masculino,65+,20+ SM,CE,Porto Alegre,Bela Vista,App,2024-09-30,1,True
12270,CLI0012270,Karina Gomes,Feminino,65+,Até 2 SM,SP,Salvador,Centro,Site,2024-10-11,1,True
12271,CLI0012271,Lucas Martins,Masculino,18-24,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2024-10-22,1,True
12272,CLI0012272,Mariana Rocha,Feminino,25-34,4 a 8 SM,MG,Recife,Moema,Loja Física,2024-11-02,1,True
12273,CLI0012273,Nicolas Dias,Masculino,35-44,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2024-11-13,1,True
12274,CLI0012274,Patrícia Araujo,Feminino,45-54,12 a 20 SM,SC,Santos,Pinheiros,Site,2024-11-24,1,True
12275,CLI0012275,Rafael Barbosa,Masculino,55-64,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2024-12-05,1,True
12276,CLI0012276,Sabrina Moura,Feminino,65+,Até 2 SM,BA,São Paulo,Santana,Loja Física,2024-12-16,1,True
12277,CLI0012277,Thiago Freitas,Masculino,65+,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2024-12-27,1,True
12278,CLI0012278,Vanessa Mendes,Feminino,18-24,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2025-01-07,1,True
12279,CLI0012279,William Teixeira,Masculino,25-34,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2025-01-18,1,True
12280,CLI0012280,Ana Silva,Feminino,35-44,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2025-01-29,1,True
12281,CLI0012281,Bruno Souza,Masculino,45-54,20+ SM,RJ,Porto Alegre,Saúde,App,2025-02-09,1,True
12282,CLI0012282,Carlos Oliveira,Feminino,55-64,Até 2 SM,MG,Salvador,Morumbi,Site,2025-02-20,0,0
12283,CLI0012283,Daniela Santos,Masculino,65+,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2025-03-03,1,True
12284,CLI0012284,Eduardo Pereira,Feminino,65+,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2025-03-14,1,True
12285,CLI0012285,Fernanda Lima,Masculino,18-24,8 a 12 SM,RS,Fortaleza,Centro,App,2025-03-25,1,True
12286,CLI0012286,Gabriel Costa,Feminino,25-34,12 a 20 SM,BA,Santos,Jardins,Site,2025-04-05,1,True
12287,CLI0012287,Helena Almeida,Masculino,35-44,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2025-04-16,1,True
12288,CLI0012288,Igor Ribeiro,Feminino,45-54,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2025-04-27,1,True
12289,CLI0012289,Juliana Carvalho,Masculino,55-64,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2025-05-08,1,True
12290,CLI0012290,Karina Gomes,Feminino,65+,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2025-05-19,1,True
12291,CLI0012291,Lucas Martins,Masculino,65+,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2025-05-30,1,True
12292,CLI0012292,Mariana Rocha,Feminino,18-24,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2025-06-10,1,True
